garage_id,part_description,mapped_part_code,mapped_part_name,mapping_confidence,part_category,error_type,mapping_timestamp,is_error,mapping_source,processing_time
G0422,Door Front Left,P026,Door Front Left,88.51250992477128,Body,,2024-11-23 23:14:47.823200,False,AI Model,4.25458907797101
G0423,Fender Left,P068,Fender Left,99.73043747785741,Exterior,,2025-01-10 22:00:47.823200,False,AI Model,2.4704289111045545
G0424,Head Light Assembly,P015,Headlight Right,76.56097378732954,Lighting,,2025-02-09 08:30:47.823200,False,AI Model,3.702874137263484
G0425,Engine Hood,P002,Hood,89.72938046617725,Body,,2024-11-17 12:10:47.823200,False,AI Model,1.5379886627415886
G0426,Front Windshield,P043,Windshield,85.4234636905409,Glass,,2025-02-03 09:20:47.823200,False,AI Model,3.673733269803015
G0427,Rear Bumper Assembly,P091,Rear Bumper,86.7503199778402,Exterior,,2025-02-03 03:23:47.823200,False,AI Model,3.00397515273452
G0428,Fender Left,P078,Fender Left,97.40710172797034,Exterior,,2025-02-03 10:20:47.823200,True,AI Model,3.406656663106196
G0429,Fender Left,P098,Fender Left,84.2183095370206,Exterior,,2025-01-21 14:08:47.823200,False,AI Model,2.82825547941172
G0430,Fender Right,P039,Fender Right,87.66873744692245,Exterior,,2025-01-07 12:44:47.823200,False,AI Model,3.580277414350764
G0431,Wind Shield,P083,Windshield,84.12148207768801,Glass,,2025-02-01 23:46:47.823200,False,AI Model,0.6829055193955902
G0432,Fender Right,P029,Fender Right,91.80478402863422,Exterior,,2024-12-03 05:18:47.823200,False,AI Model,2.5586985521031167
G0433,Head Lamp,P045,Headlight Right,87.52513286838874,Lighting,,2025-01-10 04:39:47.823200,False,AI Model,0.6956591707411253
G0434,Fender Right,P089,Fender Right,85.9189736766026,Exterior,,2025-01-28 22:21:47.823200,True,AI Model,3.097148291110781
G0435,Back Bumper,P091,Rear Bumper,97.86610943939914,Exterior,,2025-02-07 23:01:47.823200,False,AI Model,2.0165298661709574
G0436,Front Light,P094,Headlight Left,92.13263737449321,Lighting,,2024-12-01 19:26:47.823200,False,AI Model,2.7134160624905768
G0437,Head Light Assembly,P094,Headlight Left,81.55091000445678,Lighting,,2025-02-01 22:01:47.823200,False,AI Model,2.457748103267263
G0438,Back Bumper,P091,Rear Bumper,72.50888598788995,Exterior,,2025-01-26 04:50:47.823200,False,AI Model,2.847704627540515
G0439,Head Light,,,39.96099555107474,Lighting,Incorrect Naming,2024-12-16 05:23:47.823200,True,AI Model,4.335306055177827
G0440,Door Front Left,P006,Door Front Left,93.78913651326368,Body,,2025-01-17 18:03:47.823200,False,AI Model,4.469431002577002
G0441,Front Glass,P003,Windshield,81.96670942275833,Glass,,2025-01-17 04:50:47.823200,False,AI Model,2.393408871487309
G0442,Bumper-Rear,P041,Rear Bumper,95.0783218669913,Exterior,,2024-12-02 00:08:47.823200,False,AI Model,4.0054506882350305
G0443,Fender Left,P018,Fender Left,96.68657926517696,Exterior,,2025-01-26 21:49:47.823200,False,AI Model,3.6067480332429454
G0444,Bonnet,P062,Hood,93.62159854524192,Body,,2025-01-30 19:11:47.823200,False,AI Model,3.3829199773956042
G0445,Hood Panel,P072,Hood,71.38210324543944,Body,,2024-12-03 15:37:47.823200,False,AI Model,2.7917096487326845
G0446,Fender Right,P019,Fender Right,87.46937127707763,Exterior,,2024-12-31 18:02:47.823200,False,AI Model,4.329387435419408
G0447,Door Front Left,P046,Door Front Left,90.10222951349672,Body,,2025-01-19 22:50:47.823200,False,AI Model,0.8433147113272113
G0448,Front Light,P064,Headlight Left,95.4026132735718,Lighting,,2024-11-17 13:37:47.823200,False,AI Model,1.4296569054690782
G0449,Door Front Left,P096,Door Front Left,96.33888895561263,Body,,2025-01-26 12:42:47.823200,False,AI Model,1.0237351372635692
G0450,Bonit,P032,Hood,57.0149751766877,Body,Incorrect Naming,2025-01-18 20:54:47.823200,True,AI Model,2.526981544475449
G0451,Door Front Right,P057,Door Front Right,91.90250179167332,Body,,2025-02-03 03:34:47.823200,False,AI Model,4.28120959957182
G0452,Front Buffer,P020,Front Bumper,56.818009765638735,Exterior,Incorrect Naming,2025-01-31 07:39:47.823200,True,AI Model,3.3052896241106455
G0453,Engine Hood,P082,Hood,86.73902748512069,Body,,2024-11-17 02:21:47.823200,False,AI Model,0.995607214510313
G0454,Head Light Assembly,P035,Headlight Right,96.23598615018867,Lighting,,2025-01-29 01:05:47.823200,False,AI Model,2.8686967822802245
G0455,Door Front Left,P076,Door Front Left,99.31517847502441,Body,,2024-12-22 17:52:47.823200,False,AI Model,3.4076878746972206
G0456,Bumper R,P041,Rear Bumper,50.848626959338304,Exterior,Incorrect Naming,2024-11-21 06:24:47.823200,True,AI Model,4.924285224852562
G0457,Door Front Left,P036,Door Front Left,91.2891790957697,Body,,2025-02-13 04:37:47.823200,False,AI Model,3.037571718883118
G0458,Door Front Left,P076,Door Front Left,98.93111153651664,Body,,2024-12-19 06:31:47.823200,False,AI Model,4.367252523244443
G0459,Front Light,P034,Headlight Left,94.61643847197624,Lighting,,2024-12-21 12:45:47.823200,False,AI Model,0.94833931740823
G0460,Door Front Right,P067,Door Front Right,82.07241774681899,Body,,2024-12-12 09:02:47.823200,False,AI Model,4.274631460603879
G0461,Front Windshield,P023,Windshield,82.14059334369718,Glass,,2024-12-04 06:11:47.823200,False,AI Model,1.0903396540031893
G0462,Front Buffer,P020,Front Bumper,52.172823131640726,Exterior,Incorrect Naming,2024-12-27 04:32:47.823200,True,AI Model,1.9202993397219215
G0463,Engine Hood,P032,Hood,79.06971877259224,Body,,2025-02-09 19:13:47.823200,False,AI Model,3.2087463531568754
G0464,Front Windshield,P063,Windshield,88.00805466563827,Glass,,2024-12-08 09:22:47.823200,False,AI Model,4.541226767733653
G0465,Rear Bumper Assembly,P011,Rear Bumper,84.07417579057142,Exterior,,2025-01-20 10:48:47.823200,False,AI Model,2.292487284412271
G0466,Front Headlamp,P094,Headlight Left,72.08357102761607,Lighting,,2025-02-06 20:10:47.823200,False,AI Model,4.42346869338576
G0467,Head Lamp,P074,Headlight Left,76.99994878975262,Lighting,,2024-12-27 05:33:47.823200,False,AI Model,1.1571498666483468
G0468,Door Front Right,P017,Door Front Right,99.2436052980434,Body,,2024-11-21 16:58:47.823200,False,AI Model,1.925710868588257
G0469,Door Front Left,P016,Door Front Left,88.04673397000653,Body,,2024-12-27 19:10:47.823200,True,AI Model,4.521347607478197
G0470,Fender Left,P098,Fender Left,87.5846809435041,Exterior,,2024-12-02 00:00:47.823200,True,AI Model,3.9272716589281544
G0471,Wind Shield,P013,Windshield,83.13409480390551,Glass,,2024-12-30 03:43:47.823200,False,AI Model,1.1096188640028786
G0472,Rear Bumper Assembly,P081,Rear Bumper,92.28598054125352,Exterior,,2024-12-22 13:30:47.823200,False,AI Model,0.5358202946510029
G0473,Front Light,P024,Headlight Left,88.1017468145925,Lighting,,2024-12-28 00:52:47.823200,False,AI Model,2.468903948199869
G0474,Front Headlamp,P044,Headlight Left,87.41464519678101,Lighting,,2024-12-25 11:21:47.823200,False,AI Model,1.465953296707136
G0475,Front Hood,P042,Hood,88.54168605467876,Body,,2025-01-10 06:51:47.823200,False,AI Model,0.5302467140290574
G0476,Front Headlamp,P055,Headlight Right,78.70265317228355,Lighting,,2024-11-20 09:27:47.823200,False,AI Model,1.4058742911613336
G0477,Hood Panel,P062,Hood,85.76487078822998,Body,,2024-12-26 00:27:47.823200,False,AI Model,1.1753355598836552
G0478,Fender Left,P098,Fender Left,86.75848300549596,Exterior,,2025-01-10 14:20:47.823200,False,AI Model,4.303597003077793
G0479,Door Front Left,P076,Door Front Left,89.38920179915709,Body,,2024-11-25 12:24:47.823200,False,AI Model,4.667147228930993
G0480,Front Light,P045,Headlight Right,92.11072329013692,Lighting,,2025-01-06 04:26:47.823200,False,AI Model,2.8352780917387728
G0481,Fender Right,P099,Fender Right,88.02981055406036,Exterior,,2025-02-06 09:50:47.823200,False,AI Model,3.341052971778909
G0482,Door Front Left,P096,Door Front Left,81.36439095676451,Body,,2024-12-27 16:15:47.823200,False,AI Model,1.5006550135977221
G0483,Fender Left,P028,Fender Left,92.79621503535847,Exterior,,2025-02-15 21:40:47.823200,False,AI Model,4.553504375328069
G0484,Fender Right,P079,Fender Right,86.99140954495486,Exterior,,2025-02-05 18:52:47.823200,False,AI Model,2.8445792237813405
G0485,Windshild,,,33.66262522796032,Glass,Incorrect Naming,2025-01-28 01:48:47.823200,True,AI Model,1.7480819534094196
G0486,Frt Bumper,P050,Front Bumper,92.23236315651694,Exterior,,2024-12-29 04:11:47.823200,False,AI Model,4.800568391181816
G0487,Fender Left,P088,Fender Left,90.3849634085598,Exterior,,2025-01-29 09:59:47.823200,True,AI Model,3.066894166969066
G0488,Front Light,P005,Headlight Right,84.46007631491449,Lighting,,2025-01-02 19:58:47.823200,False,AI Model,4.691390615228431
G0489,Fender Right,P019,Fender Right,93.07731716643173,Exterior,,2024-12-29 11:47:47.823200,False,AI Model,1.6252175776483926
G0490,Door Front Right,P007,Door Front Right,99.82429777501676,Body,,2024-12-10 15:58:47.823200,True,AI Model,2.450691092872322
G0491,Door Front Right,P037,Door Front Right,83.14436132263428,Body,,2025-01-06 20:12:47.823200,False,AI Model,0.9163853242851263
G0492,Door Front Left,P086,Door Front Left,95.72275212930425,Body,,2024-11-18 06:44:47.823200,False,AI Model,3.0731507982066164
G0493,Head Light Assembly,P034,Headlight Left,99.45345284650718,Lighting,,2024-11-26 08:39:47.823200,False,AI Model,4.682834751591277
G0494,Wind Shield,P023,Windshield,89.89197350946056,Glass,,2024-11-29 03:32:47.823200,False,AI Model,2.640271803171586
G0495,Frt Bumper,P050,Front Bumper,91.36721696612294,Exterior,,2024-11-21 16:22:47.823200,False,AI Model,1.0215874024536038
G0496,Head Lite,,,47.71615415240437,Lighting,Incorrect Naming,2024-11-25 21:17:47.823200,True,AI Model,1.0143634930636032
G0497,Fender Right,P039,Fender Right,93.25874754903376,Exterior,,2024-12-20 14:40:47.823200,False,AI Model,1.8164503379825971
G0498,Door Front Right,P067,Door Front Right,89.72224030030779,Body,,2025-02-10 07:35:47.823200,False,AI Model,1.5861368785494303
G0499,Fender Left,P018,Fender Left,93.67013631272513,Exterior,,2025-01-28 06:50:47.823200,False,AI Model,1.0786977542157452
G0500,Frt Bumper,P050,Front Bumper,92.4016431080528,Exterior,,2025-01-16 13:33:47.823200,False,AI Model,4.973661836403233
G0501,Fender Left,P068,Fender Left,81.04656788843606,Exterior,,2024-12-05 23:18:47.823200,False,AI Model,2.4646034817748923
G0502,Bumper R,P061,Rear Bumper,57.55752284085678,Exterior,Incorrect Naming,2025-01-24 11:13:47.823200,True,AI Model,1.9398928207797248
G0503,Windscreen,P083,Windshield,73.85443317936462,Glass,,2025-01-20 16:42:47.823200,False,AI Model,3.8270676393092957
G0504,Fender Right,P009,Fender Right,96.83746377631287,Exterior,,2025-01-18 21:54:47.823200,False,AI Model,3.450687768718166
G0505,Hood Panel,P012,Hood,86.22176557191776,Body,,2024-11-25 00:31:47.823200,False,AI Model,3.239708035386159
G0506,Bumper-Rear,P051,Rear Bumper,84.46276075933795,Exterior,,2024-12-08 21:41:47.823200,False,AI Model,3.5934598551057855
G0507,Bumper R,,,49.03445324779675,Exterior,Incorrect Naming,2024-12-19 15:39:47.823200,True,AI Model,1.9290772809774501
G0508,Engine Cover,,,35.31063345801244,Body,Incorrect Naming,2024-12-17 10:54:47.823200,True,AI Model,4.462679375273986
G0509,Front Light,P005,Headlight Right,96.42936778209193,Lighting,,2025-01-22 22:24:47.823200,False,AI Model,4.345291379960084
G0510,Windscreen,P073,Windshield,89.91485431509732,Glass,,2025-01-06 11:22:47.823200,False,AI Model,2.891696828162324
G0511,Back Bumper,P061,Rear Bumper,77.48160625789491,Exterior,,2024-12-19 18:10:47.823200,False,AI Model,4.764171729388707
G0512,Fender Right,P029,Fender Right,94.23938877969562,Exterior,,2025-02-07 02:21:47.823200,False,AI Model,3.1903826831051036
G0513,Front Headlamp,P054,Headlight Left,80.31096929807951,Lighting,,2024-12-28 09:15:47.823200,False,AI Model,3.2560621300324604
G0514,Door Front Right,P087,Door Front Right,84.17293026297473,Body,,2025-01-08 11:55:47.823200,False,AI Model,2.3069215284220035
G0515,Rear Bumper Assy,P021,Rear Bumper,73.65480926264381,Exterior,,2024-11-18 22:14:47.823200,False,AI Model,2.4700934568436788
G0516,Back Bumper,P061,Rear Bumper,98.6818177851226,Exterior,,2024-11-19 05:03:47.823200,False,AI Model,4.759918720802017
G0517,Door Front Left,P006,Door Front Left,83.80538842895774,Body,,2025-01-18 18:08:47.823200,False,AI Model,4.120893957939828
G0518,Bonnet,P072,Hood,72.26486208528154,Body,,2025-01-12 05:22:47.823200,False,AI Model,1.6423286693574903
G0519,Door Front Left,P066,Door Front Left,98.86337696207576,Body,,2024-11-17 19:03:47.823200,False,AI Model,3.564689901698599
G0520,Bonnet,P092,Hood,73.55588354670905,Body,,2025-01-29 05:14:47.823200,False,AI Model,1.3476036300932088
G0521,Rear Bumper Assy,P071,Rear Bumper,88.72065887776803,Exterior,,2025-02-07 06:18:47.823200,False,AI Model,4.965048262195167
G0522,Door Front Right,P037,Door Front Right,85.85134123516194,Body,,2024-11-19 16:08:47.823200,False,AI Model,1.4939222466660613
G0523,Bonit,,,36.518032106746745,Body,Incorrect Naming,2024-12-31 04:37:47.823200,True,AI Model,2.3823051152970955
G0524,Door Front Right,P097,Door Front Right,90.35939323998699,Body,,2025-01-24 04:53:47.823200,False,AI Model,4.594920556076177
G0525,Door Front Left,P056,Door Front Left,81.93688920038875,Body,,2025-01-15 23:02:47.823200,True,AI Model,3.2356301354200547
G0526,Head Light Assembly,P015,Headlight Right,86.98066023610804,Lighting,,2025-02-12 19:18:47.823200,False,AI Model,4.061311969110012
G0527,Fender Right,P099,Fender Right,85.23574937448954,Exterior,,2025-01-05 03:54:47.823200,False,AI Model,4.401629491027677
G0528,Door Front Left,P006,Door Front Left,99.71806882234266,Body,,2025-01-28 23:27:47.823200,False,AI Model,2.2136090248586653
G0529,Door Front Left,P026,Door Front Left,95.65363589876632,Body,,2025-01-07 16:18:47.823200,False,AI Model,2.2717211782568176
G0530,Fender Left,P088,Fender Left,90.06753922926288,Exterior,,2025-02-02 20:12:47.823200,False,AI Model,3.7011311703610894
G0531,Bonit,,,32.64309984892194,Body,Incorrect Naming,2025-02-08 08:15:47.823200,True,AI Model,3.956597519073235
G0532,Front Bumper Assy,P070,Front Bumper,90.62911596223276,Exterior,,2025-02-13 23:51:47.823200,False,AI Model,1.596835864881322
G0533,Door Front Left,P026,Door Front Left,89.87546349453004,Body,,2025-01-13 13:58:47.823200,False,AI Model,2.694199462147032
G0534,Fender Left,P028,Fender Left,85.1666105473132,Exterior,,2024-12-22 11:12:47.823200,False,AI Model,3.2370245250100576
G0535,Front Bumper Assembly,P050,Front Bumper,79.5359056355638,Exterior,,2025-02-06 10:51:47.823200,False,AI Model,3.332282438688712
G0536,Front Lamp,,,39.42780642986057,Lighting,Incorrect Naming,2025-02-12 21:45:47.823200,True,AI Model,4.8249198819856485
G0537,Rear Bumper Assembly,P011,Rear Bumper,81.84056288875468,Exterior,,2025-02-03 11:06:47.823200,False,AI Model,2.860515844249856
G0538,Fender Right,P079,Fender Right,82.44866503755829,Exterior,,2025-02-11 09:51:47.823200,True,AI Model,3.968777490072078
G0539,Front Light,P024,Headlight Left,85.61546979893643,Lighting,,2024-12-14 01:04:47.823200,False,AI Model,2.994075972133202
G0540,Door Front Right,P007,Door Front Right,92.31227199824264,Body,,2024-12-11 12:24:47.823200,False,AI Model,2.8245990915588535
G0541,Door Front Right,P067,Door Front Right,91.20103164300582,Body,,2024-12-24 01:16:47.823200,False,AI Model,3.9360107297689306
G0542,Front Headlamp,P074,Headlight Left,77.89384852332535,Lighting,,2025-01-10 19:24:47.823200,False,AI Model,1.038075693429303
G0543,Fender Left,P068,Fender Left,95.23419445685488,Exterior,,2025-02-15 16:34:47.823200,False,AI Model,3.203433239059124
G0544,Fender Right,P019,Fender Right,99.95755044765701,Exterior,,2024-12-19 14:35:47.823200,False,AI Model,0.9912700917469974
G0545,Wind Shield,P063,Windshield,92.37560920028014,Glass,,2024-12-22 22:02:47.823200,False,AI Model,3.493204782110995
G0546,Fender Right,P019,Fender Right,98.24135479091102,Exterior,,2024-12-15 12:42:47.823200,False,AI Model,4.4464196575183585
G0547,Front Bumper Assembly,P080,Front Bumper,82.79540957520022,Exterior,,2025-01-17 14:34:47.823200,False,AI Model,3.4026138661832133
G0548,Fender Left,P048,Fender Left,91.6716215724584,Exterior,,2025-01-16 01:21:47.823200,False,AI Model,4.562755671798771
G0549,Door Front Left,P026,Door Front Left,92.04142013331034,Body,,2025-01-27 17:01:47.823200,True,AI Model,4.9344603916787415
G0550,Fender Left,P058,Fender Left,94.14407781414992,Exterior,,2025-02-05 04:33:47.823200,False,AI Model,4.866910263955198
G0551,Door Front Left,P046,Door Front Left,90.37293503602135,Body,,2024-12-14 03:03:47.823200,False,AI Model,4.230081878606139
G0552,Bumper-Rear,P021,Rear Bumper,92.09500013001917,Exterior,,2025-02-09 04:38:47.823200,False,AI Model,2.6646925762776825
G0553,Front Glass,P043,Windshield,72.82848846484413,Glass,,2024-12-27 06:39:47.823200,False,AI Model,2.539273865502944
G0554,Bonnet,P042,Hood,76.30740133629321,Body,,2024-11-22 14:52:47.823200,False,AI Model,1.3204744306737841
G0555,Door Front Right,P087,Door Front Right,80.68996767914668,Body,,2024-11-18 15:06:47.823200,True,AI Model,3.8403889792909656
G0556,Door Front Left,P006,Door Front Left,94.32910597665625,Body,,2024-12-20 11:13:47.823200,False,AI Model,3.566384257124133
G0557,Head Light,P035,Headlight Right,56.7118208952738,Lighting,Incorrect Naming,2025-01-22 18:50:47.823200,True,AI Model,3.7070420684308
G0558,Engine Cover,,,43.93224765033597,Body,Incorrect Naming,2025-01-22 09:06:47.823200,True,AI Model,2.107726304827687
G0559,Head Light Assembly,P095,Headlight Right,98.97312847888445,Lighting,,2024-12-11 11:59:47.823200,False,AI Model,1.5027468890708513
G0560,Back Bumper,P071,Rear Bumper,91.14831617028916,Exterior,,2024-12-23 16:39:47.823200,False,AI Model,3.378020799852859
G0561,Fender Left,P048,Fender Left,95.41952682238694,Exterior,,2025-02-02 03:25:47.823200,True,AI Model,4.116425039385186
G0562,Fender Right,P029,Fender Right,85.75396304797425,Exterior,,2024-12-08 10:11:47.823200,False,AI Model,2.8805808194755302
G0563,Head Light Assembly,P015,Headlight Right,71.90608226647173,Lighting,,2025-02-01 16:10:47.823200,False,AI Model,4.091414973526586
G0564,Rear Bumper Assy,P061,Rear Bumper,87.77290912801459,Exterior,,2024-12-30 23:55:47.823200,False,AI Model,0.5877125664473587
G0565,Back Buffer,,,38.03145977182495,Exterior,Incorrect Naming,2024-12-04 23:57:47.823200,True,AI Model,3.956981993708238
G0566,Bumper F,,,47.18362249701161,Exterior,Incorrect Naming,2024-12-23 14:37:47.823200,True,AI Model,0.8887405919986164
G0567,Head Light Assembly,P065,Headlight Right,78.14262110716105,Lighting,,2025-01-08 22:21:47.823200,False,AI Model,2.200136352758272
G0568,Engine Hood,P052,Hood,80.31456630023905,Body,,2025-01-14 08:09:47.823200,False,AI Model,3.0588816614171974
G0569,Fender Right,P049,Fender Right,85.64628315448373,Exterior,,2025-02-10 15:11:47.823200,False,AI Model,1.8613388270655649
G0570,Door Front Right,P067,Door Front Right,90.37462637605653,Body,,2025-01-18 05:54:47.823200,True,AI Model,4.901044123493919
G0571,Bumper F,P030,Front Bumper,58.8457208597121,Exterior,Incorrect Naming,2025-02-10 13:08:47.823200,True,AI Model,4.524214315257625
G0572,Front Bumper Assembly,P090,Front Bumper,73.96724638547677,Exterior,,2024-12-16 21:47:47.823200,False,AI Model,2.2955946498103805
G0573,Head Lamp,P015,Headlight Right,88.33097426329712,Lighting,,2025-01-13 02:17:47.823200,False,AI Model,4.554404606026134
G0574,Door Front Right,P057,Door Front Right,98.74130560396202,Body,,2024-12-16 20:44:47.823200,False,AI Model,3.3624767607170414
G0575,Front Hood,P092,Hood,94.70893095767312,Body,,2024-12-02 11:56:47.823200,False,AI Model,1.8566492045643714
G0576,Bumper-Front,P020,Front Bumper,98.47723823251931,Exterior,,2024-12-31 17:54:47.823200,False,AI Model,1.4186760225423105
G0577,Door Front Left,P036,Door Front Left,86.67921966327367,Body,,2024-12-22 22:50:47.823200,False,AI Model,1.5084125433405318
G0578,Front Headlamp,P045,Headlight Right,85.72146409980594,Lighting,,2024-12-03 05:50:47.823200,False,AI Model,1.3934206642936877
G0579,Head Light Assembly,P074,Headlight Left,77.42671675021387,Lighting,,2024-12-17 17:36:47.823200,False,AI Model,4.447730629194377
G0580,Door Front Right,P057,Door Front Right,83.32373539682892,Body,,2025-02-05 10:39:47.823200,False,AI Model,4.882244100397386
G0581,Fender Left,P058,Fender Left,87.3245006412229,Exterior,,2024-12-16 10:51:47.823200,True,AI Model,2.4914351852590872
G0582,Front Bumper Assembly,P090,Front Bumper,88.39050272146126,Exterior,,2025-01-15 14:04:47.823200,False,AI Model,1.2607942826662746
G0583,Bumper F,,,30.901993915659766,Exterior,Incorrect Naming,2025-01-24 11:14:47.823200,True,AI Model,4.413879640473539
G0584,Front Headlamp,P065,Headlight Right,73.90727274354452,Lighting,,2024-12-02 17:44:47.823200,False,AI Model,3.822692009125112
G0585,Front Windshield,P093,Windshield,77.00353091293265,Glass,,2024-12-27 01:41:47.823200,False,AI Model,0.54976462699675
G0586,Door Front Right,P097,Door Front Right,82.6978028256089,Body,,2025-01-03 20:26:47.823200,False,AI Model,2.901881024246155
G0587,Fender Right,P069,Fender Right,99.61964099789574,Exterior,,2024-12-01 20:15:47.823200,False,AI Model,2.5579632734783084
G0588,Head Light,P065,Headlight Right,53.213235810077514,Lighting,Incorrect Naming,2025-01-03 22:03:47.823200,True,AI Model,3.8667177353620303
G0589,Frt Bumper,P060,Front Bumper,83.61183978473511,Exterior,,2025-02-04 08:49:47.823200,False,AI Model,3.2336111124652347
G0590,Head Light Assembly,P084,Headlight Left,99.62490813109244,Lighting,,2025-01-12 21:05:47.823200,False,AI Model,3.727674047703738
G0591,Fender Right,P059,Fender Right,80.7406977524714,Exterior,,2025-01-02 21:17:47.823200,False,AI Model,3.321884816690944
G0592,Head Lamp,P024,Headlight Left,89.54098082125458,Lighting,,2024-12-09 20:00:47.823200,False,AI Model,1.3627930578533853
G0593,Door Front Right,P007,Door Front Right,99.47506111874995,Body,,2024-11-20 20:20:47.823200,False,AI Model,3.388065420315957
G0594,Fender Left,P078,Fender Left,81.08369505889463,Exterior,,2024-11-18 18:52:47.823200,False,AI Model,3.19904580015927
G0595,Front Lamp,P005,Headlight Right,51.81052910895594,Lighting,Incorrect Naming,2024-12-14 18:23:47.823200,True,AI Model,1.5104185425566332
G0596,Door Front Left,P056,Door Front Left,84.62091573620148,Body,,2025-02-07 01:35:47.823200,False,AI Model,1.5362051755157209
G0597,Door Front Left,P066,Door Front Left,95.47777681008355,Body,,2025-01-07 17:37:47.823200,False,AI Model,0.9157535621289901
G0598,Fender Left,P018,Fender Left,80.92458487700748,Exterior,,2024-12-14 11:34:47.823200,False,AI Model,2.811636501404517
G0599,Windscreen,P003,Windshield,97.63086745917221,Glass,,2024-12-20 03:20:47.823200,False,AI Model,2.4800218086508465
G0600,Front Windshield,P063,Windshield,81.0965439978326,Glass,,2024-12-03 20:57:47.823200,False,AI Model,0.8880095904036256
G0601,Front Lamp,,,32.08105345615565,Lighting,Incorrect Naming,2025-01-01 17:22:47.823200,True,AI Model,3.4189039458231782
G0602,Rear Bumper Assy,P071,Rear Bumper,94.99140520568395,Exterior,,2025-02-10 01:26:47.823200,False,AI Model,1.2761551289685822
G0603,Head Light Assembly,P064,Headlight Left,74.05153661930098,Lighting,,2024-11-18 16:12:47.823200,False,AI Model,2.54182020500218
G0604,Door Front Right,P017,Door Front Right,99.79999632040472,Body,,2025-01-24 06:37:47.823200,False,AI Model,2.5031594988572046
G0605,Head Light Assembly,P065,Headlight Right,89.81412432275036,Lighting,,2024-12-30 21:10:47.823200,False,AI Model,2.0694574326177886
G0606,Fender Left,P098,Fender Left,85.14981415248366,Exterior,,2025-01-24 21:30:47.823200,False,AI Model,3.1616957815456805
G0607,Front Hood,P062,Hood,83.54411094539154,Body,,2024-12-22 02:00:47.823200,False,AI Model,1.605913685949825
G0608,Front Bumper Assembly,P040,Front Bumper,95.73519166847863,Exterior,,2025-01-17 09:04:47.823200,False,AI Model,3.110422326788381
G0609,Front Cover,,,33.09311890211509,Body,Incorrect Naming,2025-02-07 09:32:47.823200,True,AI Model,3.475955221817442
G0610,Frt Bumper,P020,Front Bumper,76.27414878677088,Exterior,,2024-11-20 12:36:47.823200,False,AI Model,2.7256667070159173
G0611,Rear Bumper Assembly,P071,Rear Bumper,77.3093301483692,Exterior,,2025-02-04 21:35:47.823200,False,AI Model,4.894501310428655
G0612,Front Bumper Assy,P050,Front Bumper,99.21548722087587,Exterior,,2024-12-02 15:00:47.823200,False,AI Model,3.467636307236662
G0613,Bonnet,P042,Hood,79.50145827959415,Body,,2025-01-11 20:13:47.823200,False,AI Model,1.326263511246964
G0614,Door Front Right,P017,Door Front Right,83.13369603796775,Body,,2025-01-14 01:02:47.823200,False,AI Model,1.1383372200601973
G0615,Fender Right,P089,Fender Right,96.29971833827098,Exterior,,2025-01-24 01:33:47.823200,False,AI Model,2.575035840165136
G0616,Frt Bumper,P050,Front Bumper,99.02527619496632,Exterior,,2024-12-08 09:23:47.823200,False,AI Model,4.841381727754874
G0617,Bonnet,P032,Hood,99.71824385036406,Body,,2024-12-30 03:10:47.823200,False,AI Model,2.1754107128175657
G0618,Back Bumper,P091,Rear Bumper,90.12420093326733,Exterior,,2024-12-03 04:39:47.823200,False,AI Model,4.298244173188856
G0619,Fender Left,P058,Fender Left,97.65314952483361,Exterior,,2024-12-30 07:33:47.823200,False,AI Model,0.5301518477393852
G0620,Head Light,,,46.40806951859334,Lighting,Incorrect Naming,2025-01-20 16:29:47.823200,True,AI Model,2.4000742567996483
G0621,Door Front Right,P077,Door Front Right,84.69995196144959,Body,,2025-02-08 19:39:47.823200,True,AI Model,3.649431179653933
G0622,Front Headlamp,P074,Headlight Left,76.21751925425019,Lighting,,2025-02-09 05:14:47.823200,False,AI Model,1.6705882754799146
G0623,Bumper-Front,P080,Front Bumper,89.43152218050614,Exterior,,2024-12-16 22:21:47.823200,False,AI Model,1.4512739731200148
G0624,Fender Right,P099,Fender Right,96.61918605426999,Exterior,,2024-12-24 23:15:47.823200,False,AI Model,1.8073044589125273
G0625,Head Light,P044,Headlight Left,59.895534307917714,Lighting,Incorrect Naming,2025-02-15 14:26:47.823200,True,AI Model,1.681861578924514
G0626,Front Glass,P033,Windshield,94.92696357275781,Glass,,2024-12-14 11:37:47.823200,False,AI Model,4.381959096794313
G0627,Engine Hood,P072,Hood,70.95566007766712,Body,,2024-11-25 09:32:47.823200,False,AI Model,1.2507471877865677
G0628,Fender Right,P019,Fender Right,89.231787037538,Exterior,,2025-01-17 21:29:47.823200,False,AI Model,2.89262766468144
G0629,Fender Left,P038,Fender Left,88.00303941389453,Exterior,,2024-12-01 13:36:47.823200,False,AI Model,3.2752984538079843
G0630,Door Front Left,P086,Door Front Left,98.30915715179927,Body,,2025-01-31 07:50:47.823200,False,AI Model,3.153056417940105
G0631,Head Light Assembly,P034,Headlight Left,93.61645325242473,Lighting,,2024-12-18 21:49:47.823200,False,AI Model,1.6335385312862765
G0632,Fender Right,P009,Fender Right,81.23775892505034,Exterior,,2025-02-01 22:20:47.823200,False,AI Model,4.971767760519928
G0633,Head Light Assembly,P054,Headlight Left,96.00907211688236,Lighting,,2025-02-10 20:18:47.823200,False,AI Model,3.112772584123995
